Frame,Right Lower Leg x_mean,Right Lower Leg x_std,Right Lower Leg x_min,Right Lower Leg x_max,Right Lower Leg x_auc,Right Lower Leg x_peaks,Right Lower Leg y_mean,Right Lower Leg y_std,Right Lower Leg y_min,Right Lower Leg y_max,Right Lower Leg y_auc,Right Lower Leg y_peaks,Right Lower Leg z_mean,Right Lower Leg z_std,Right Lower Leg z_min,Right Lower Leg z_max,Right Lower Leg z_auc,Right Lower Leg z_peaks,Left Lower Leg x_mean,Left Lower Leg x_std,Left Lower Leg x_min,Left Lower Leg x_max,Left Lower Leg x_auc,Left Lower Leg x_peaks,Left Lower Leg y_mean,Left Lower Leg y_std,Left Lower Leg y_min,Left Lower Leg y_max,Left Lower Leg y_auc,Left Lower Leg y_peaks,Left Lower Leg z_mean,Left Lower Leg z_std,Left Lower Leg z_min,Left Lower Leg z_max,Left Lower Leg z_auc,Left Lower Leg z_peaks,class_mean,class_std,class_min,class_max,class_auc,class_peaks,rms_xy_right_lower_leg_mean,rms_xy_right_lower_leg_std,rms_xy_right_lower_leg_min,rms_xy_right_lower_leg_max,rms_xy_right_lower_leg_auc,rms_xy_right_lower_leg_peaks,rms_yz_right_lower_leg_mean,rms_yz_right_lower_leg_std,rms_yz_right_lower_leg_min,rms_yz_right_lower_leg_max,rms_yz_right_lower_leg_auc,rms_yz_right_lower_leg_peaks,rms_zx_right_lower_leg_mean,rms_zx_right_lower_leg_std,rms_zx_right_lower_leg_min,rms_zx_right_lower_leg_max,rms_zx_right_lower_leg_auc,rms_zx_right_lower_leg_peaks,rms_xyz_right_lower_leg_mean,rms_xyz_right_lower_leg_std,rms_xyz_right_lower_leg_min,rms_xyz_right_lower_leg_max,rms_xyz_right_lower_leg_auc,rms_xyz_right_lower_leg_peaks,rms_xy_left_lower_leg_mean,rms_xy_left_lower_leg_std,rms_xy_left_lower_leg_min,rms_xy_left_lower_leg_max,rms_xy_left_lower_leg_auc,rms_xy_left_lower_leg_peaks,rms_yz_left_lower_leg_mean,rms_yz_left_lower_leg_std,rms_yz_left_lower_leg_min,rms_yz_left_lower_leg_max,rms_yz_left_lower_leg_auc,rms_yz_left_lower_leg_peaks,rms_zx_left_lower_leg_mean,rms_zx_left_lower_leg_std,rms_zx_left_lower_leg_min,rms_zx_left_lower_leg_max,rms_zx_left_lower_leg_auc,rms_zx_left_lower_leg_peaks,rms_xyz_left_lower_leg_mean,rms_xyz_left_lower_leg_std,rms_xyz_left_lower_leg_min,rms_xyz_left_lower_leg_max,rms_xyz_left_lower_leg_auc,rms_xyz_left_lower_leg_peaks,roll_right_lower_leg_mean,roll_right_lower_leg_std,roll_right_lower_leg_min,roll_right_lower_leg_max,roll_right_lower_leg_auc,roll_right_lower_leg_peaks,pitch_right_lower_leg_mean,pitch_right_lower_leg_std,pitch_right_lower_leg_min,pitch_right_lower_leg_max,pitch_right_lower_leg_auc,pitch_right_lower_leg_peaks,roll_left_lower_leg_mean,roll_left_lower_leg_std,roll_left_lower_leg_min,roll_left_lower_leg_max,roll_left_lower_leg_auc,roll_left_lower_leg_peaks,class
20580,0.028711391983333348,0.5341234544354684,-1.405346881,1.247907007,1.722683519000001,12,0.04838028806666664,0.4934225177010999,-1.40523078,0.924920541,2.9028172839999984,15,-0.013684981366666663,0.2826045306700932,-0.616497399,0.874899186,-0.8210988819999998,20,0.14276492181666667,1.5225411750118527,-3.244824947,3.687649903,8.565895309,12,-0.12647409939999996,1.29147383232531,-3.249563202,4.320828646,-7.588445963999998,9,-0.026718874399999995,0.37857495998169116,-0.940988078,1.109545062,-1.6031324639999998,16,0.0,0.0,0,0,0,0,0.618246898866582,0.378503099606567,0.02127697667329003,1.8793470789556426,37.09481393199492,19,0.46806770143062587,0.32109369438904206,0.018984342870371495,1.5192123686797372,28.08406208583755,17,0.4965012190922938,0.33983863732552017,0.013618019388327548,1.4526183221120537,29.790073145537626,18,0.6664302855084987,0.40046362933243546,0.022344635403564076,1.966031057554584,39.98581713050992,19,1.6168191529574898,1.1681692318706995,0.1204958777830044,4.360323586232579,97.00914917744939,14,1.0124730525260013,0.8864198681181286,0.04632161827112694,4.3536736087081644,60.74838315156008,14,1.1797402031757618,1.0332121512147032,0.061807193335567744,3.691387013496211,70.78441219054571,14,1.6610055716233463,1.1667794054764258,0.12202096998848523,4.392873260148068,99.66033429740078,14,3.7038103346914295,44.05269991177464,-82.29389166237624,79.14719488577347,222.22862008148576,18,2.2391631309795503,45.64883039468968,-71.86411990031327,85.196112854195,134.34978785877303,13,-13.993189630387405,46.135967545368544,-82.47397325423873,79.6089509663521,-839.5913778232443,10,0
20640,-0.14869688016666668,0.5470872159134401,-2.109068856,0.698372291,-8.92181281,17,0.006456480983333335,0.629452374034478,-1.545054105,1.42065571,0.3873888590000001,14,-0.001802982650000003,0.29517849664183204,-0.797398427,0.71420168,-0.10817895900000019,18,-0.07888903905000003,1.0090902470620513,-1.817931029,2.483195071,-4.733342343000001,11,-0.003906633033333333,0.6867787184066149,-2.704282608,1.128497381,-0.234397982,14,-0.024156664549999998,0.30022910199073666,-0.807315059,0.580116604,-1.449399873,15,0.0,0.0,0,0,0,0,0.7321515536459864,0.4158259315440753,0.11775255544403612,2.1246465799568908,43.929093218759185,17,0.5772688351252696,0.3801301128841858,0.056015750630629614,1.5631226916328396,34.63613010751617,17,0.5354456672617085,0.3425816308696047,0.07179921158977082,2.1355161658328603,32.12674003570251,17,0.7895910601686258,0.4137090974302543,0.1518551697804339,2.150902355967571,47.37546361011755,16,1.0088562223859308,0.6791399326687284,0.08500868237259855,3.671430536530683,60.53137334315584,18,0.6163751036639407,0.41958779309996996,0.11071112134764494,2.7651661432405765,36.98250621983644,17,0.8777256237227002,0.5760756048335735,0.04151989677301643,2.5493640651016043,52.663537423362015,14,1.0657214738383352,0.657260298165736,0.11083544688948996,3.716503943272852,63.94328843030011,17,-1.895934281502704,46.47691997901484,-82.91388744022622,83.09073800112704,-113.75605689016224,11,-7.048189111640154,44.22738605585761,-84.60300938510795,76.22057738268404,-422.8913466984092,16,-2.4738982836049126,37.31763057560708,-73.40250094085611,64.7586891351016,-148.43389701629476,13,0
20700,0.15222822071666667,0.6817617635772545,-1.419217679,1.417108624,9.133693243,16,-0.0996614789,1.1467072252602553,-1.758375058,3.969383364,-5.979688734,15,0.042486420049999994,0.29366977015469675,-0.5312393,0.730034066,2.5491852029999995,15,-0.13929314693333333,0.5815953021809813,-1.400360721,1.426490943,-8.357588816,14,0.08706515905000002,0.6117259515029992,-1.0645056,1.712307654,5.223909543000001,17,0.005523425566666661,0.32838627928705916,-0.847797783,0.831668615,0.33140553399999967,17,0.0,0.0,0,0,0,0,1.1568605786245052,0.6726021287542829,0.06778635904670219,3.979891722894112,69.4116347174703,15,0.9487135541878431,0.705551715477347,0.10317785599817407,3.9708609171491625,56.92281325127058,14,0.6443487526330365,0.3927092739650401,0.08696816897212249,1.5276076010908,38.66092515798219,17,1.200508968138455,0.6601756391093999,0.11948244499085449,3.9813653762125116,72.03053808830731,15,0.7587536550916916,0.3929849092650269,0.11075886503951647,1.8055286422232033,45.525219305501494,17,0.591594167828417,0.3658831096642275,0.05538157886790355,1.719487267328679,35.49565006970502,16,0.5880601318048903,0.33790105402316406,0.07534946886580625,1.464500610397213,35.28360790829341,16,0.8299521268313719,0.3837643968147524,0.15777759090951582,1.8123389965585435,49.79712760988231,17,-9.936265279871126,52.9626894836577,-86.55654679729118,85.55373370359105,-596.1759167922676,17,10.20422074792387,40.46875991791078,-67.39426557241644,81.78853288737493,612.2532448754322,13,1.0312170450682152,44.82218185514074,-84.80965413517424,76.3704667019931,61.87302270409292,18,0
20760,-0.17414348183333336,0.7217073176861204,-2.303735316,1.062277839,-10.448608910000003,8,0.042133558866666664,0.6912509039952098,-1.957430477,1.268868181,2.5280135319999997,9,-0.016277352799999995,0.22042931576866392,-0.549710375,0.352791154,-0.9766411679999998,12,-0.045899522849999985,0.7248026472250152,-1.883197042,1.479120678,-2.753971370999999,11,-0.006631381016666689,0.5031131485799094,-0.969213585,1.236213206,-0.39788286100000136,13,0.0026434745999999953,0.1976400941312014,-0.361501341,0.452180022,0.15860847599999972,17,0.0,0.0,0,0,0,0,0.8398806370249,0.5603384100336727,0.05647852213917375,2.376596879091583,50.392838221494,14,0.5868948725318981,0.42214690774707336,0.0584017464661321,1.9577749002799774,35.213692351913885,13,0.6210518578634469,0.45641772538847564,0.11500000610848468,2.3088648766400826,37.26311147180681,13,0.8786676697873205,0.5431854970417319,0.1291294508210311,2.3815695114996025,52.72006018723923,14,0.7335988710264967,0.48307362695742206,0.056528494079343246,2.0457696263103973,44.0159322615898,17,0.4621760516275486,0.2738779267315556,0.07848280299111855,1.2362200333697757,27.730563097652915,17,0.6060213180669557,0.43938986090256804,0.05816379449894595,1.9135453479393227,36.36127908401734,13,0.7644472096203917,0.47479822173327685,0.07980616517142235,2.0737401147580807,45.866832577223505,17,6.055810059747954,44.089427703995035,-76.21715310899576,72.28562352998432,363.34860358487725,12,-14.099466189064769,44.919589270900055,-86.34725626351984,66.64134097692104,-845.9679713438861,13,-6.216603042434444,40.221485042547016,-80.31725320665154,49.918373766690934,-372.9961825460666,14,0
20820,0.028840803716666676,0.8873562786654537,-2.575698674,2.832767012,1.7304482230000005,12,0.07087095018333334,0.5884498655890312,-1.062502877,1.704499837,4.252257011,11,0.014199547266666675,0.29322898614766485,-0.948710906,0.826915214,0.8519728360000005,15,0.35704198721666663,4.632042174347604,-11.0244186,8.89278531,21.422519233,12,-0.18571613386666658,2.7873453148239107,-4.804978097,8.833416908,-11.142968031999995,15,-0.1589149254,1.8262423472332256,-3.018024781,6.847043083,-9.534895524,12,0.0,0.0,0,0,0,0,0.8711856255827309,0.6064651054746257,0.14766813864895387,2.8333958079382624,52.271137534963856,13,0.5814395082288232,0.3062146553714948,0.13396000871707422,1.720058430717753,34.88637049372939,15,0.6816437512731958,0.6339731152370075,0.08075460222424928,2.8885988176109443,40.898625076391745,15,0.9269423504963268,0.5933221693131675,0.16356538449992547,2.889215462590157,55.616541029779604,13,4.441331369108557,3.0545162892005946,0.402269883176046,14.12682058138229,266.47988214651343,13,2.672204161930466,1.9757298889456174,0.040821019428926984,10.137169449663237,160.33224971582797,16,3.9582466465614776,3.002170283560485,0.18931746913609904,12.094244732461442,237.49479879368866,12,4.687671487750946,3.2255165920177484,0.4023548708974603,14.97664882138897,281.26028926505677,11,4.813487114627801,48.45828906766223,-80.13004547298874,83.48923334154627,288.80922687766804,13,2.7119197185600874,44.609396873652436,-83.2956994671286,85.79687683502094,162.71518311360524,15,-0.07168505630879475,34.865019939298364,-67.52821559547158,70.9035291875301,-4.301103378527685,16,0
20880,0.04213021115000001,0.41615846237887033,-1.462710433,1.747697182,2.5278126690000007,14,-0.06081422396666669,0.457203239030957,-0.899928623,1.246165924,-3.6488534380000015,12,-0.005870384149999993,0.173508179417206,-0.420675744,0.642171837,-0.35222304899999957,14,-0.24678429751666664,1.4827104395845554,-7.06865447,3.051810884,-14.807057850999998,9,0.16525246871666668,0.7825697552634384,-1.776934596,2.412755244,9.915148123000002,12,0.1154204614466667,0.6679622014651291,-0.96912471,3.294169234,6.925227686800002,15,0.0,0.0,0,0,0,0,0.49076852126168863,0.37795866449214177,0.10424474530693374,1.7489956421060375,29.446111275701316,14,0.38900369700361065,0.2984079454926298,0.012266585153999868,1.4018966361236225,23.340221820216637,15,0.3078079839899074,0.32982028901061744,0.008204891837764712,1.7498727063052046,18.468479039394442,20,0.5180814139104756,0.3807509010170088,0.12092078909281855,1.7511695533006135,31.084884834628536,17,1.0588569789340505,1.32678955240367,0.054642036064142446,7.362865728437867,63.53141873604304,13,0.6836480049066379,0.7903237541429657,0.07314402740800799,4.083251009879462,41.01888029439827,17,0.8849156015262607,1.386988851029435,0.05780725838489893,7.697134702253679,53.09493609157564,15,1.1255262857802426,1.4394415760734771,0.07641164823728427,7.96817409093148,67.53157714681456,13,-8.820993222056309,53.223448996853435,-88.36941718478069,80.86923132351737,-529.2595933233786,16,0.8348629343253073,41.77560414550581,-85.39849037891064,86.39123668250562,50.09177605951844,14,8.582371799879228,42.96137249516617,-74.18338977644551,82.99254565943785,514.9423079927536,13,0
20940,-0.013395986683333333,0.21411095267166513,-0.560023982,0.489826949,-0.803759201,12,0.05191289535,0.23184156279082355,-0.370619938,0.689170982,3.114773721,18,0.004179826799999997,0.1054035448831245,-0.340150791,0.189617127,0.25078960799999983,14,0.01967744706666667,0.31277271363734355,-0.745730681,0.549396424,1.180646824,12,-0.03308123983333333,0.370546700217227,-0.868893029,0.804174522,-1.9848743899999999,10,0.012125037766666662,0.11102666482244043,-0.204823217,0.262851892,0.7275022659999998,16,0.0,0.0,0,0,0,0,0.27816807259398096,0.15436376146236003,0.04016940903768053,0.7003185264075412,16.69008435563886,16,0.21844789574851525,0.13816845669398295,0.04282689936524868,0.6950987474545557,13.106873744910915,19,0.20297923275621818,0.12351026178499067,0.012265926121698923,0.5667615101299045,12.17875396537309,20,0.30054654047312296,0.14759943983974816,0.07953617531340396,0.7061527205298282,18.032792428387378,15,0.43634638556478683,0.20739588559039993,0.05682009528330068,0.984656334352904,26.18078313388721,17,0.33608153546658764,0.1898130236354015,0.05644765771909283,0.881275997890052,20.16489212799526,14,0.2865512875672959,0.16490482281174657,0.00862551760847881,0.7465581105669622,17.193077254037757,16,0.4523997554549271,0.20243589510793747,0.056971202893266855,0.9956005149625073,27.143985327295628,17,3.8437267649136584,47.113736122133865,-86.70302900212629,77.42065512334038,230.6236058948195,19,2.2457237086640665,43.401053273661915,-80.56451574955038,70.89290518856436,134.743422519844,12,-5.18983499584702,51.95580671215622,-76.4338789310227,86.50377739382091,-311.3900997508212,15,0
21000,0.009764742099999996,0.20534977048169303,-0.751515724,0.580019921,0.5858845259999997,15,-0.00969996665,0.23408062549804942,-0.456291469,0.600459076,-0.581997999,11,0.001634002266666669,0.08778450724170482,-0.216171112,0.257087068,0.09804013600000014,13,0.028752848499999994,0.26528204732344257,-0.48420113,0.587819868,1.7251709099999997,14,-0.022011962550000003,0.3764187955469787,-0.650886607,0.899802656,-1.3207177530000003,9,0.007761243149999996,0.09577805162948223,-0.192453489,0.268156644,0.46567458899999975,15,0.0,0.0,0,0,0,0,0.27188360391704497,0.1482610220270765,0.018985429638399023,0.7729739796364083,16.313016235022697,16,0.21257893533119396,0.12900591314531062,0.027813328263682255,0.6018208072621395,12.754736119871637,16,0.1793992770490237,0.13131921269344182,0.030052134888921438,0.7559139529557896,10.763956622941421,20,0.2859868024255218,0.14727204990626244,0.03780581659407485,0.7772507922472323,17.15920814553131,15,0.39720755899674826,0.2301112204998846,0.051305717946060654,0.9440712452258264,23.832453539804895,14,0.3227331025703732,0.2132991302053002,0.009166347232853117,0.904068667969412,19.363986154222392,15,0.2373184493703266,0.15223459791794305,0.01083106616733482,0.6026329792322218,14.239106962219596,17,0.4110799823379417,0.2253506392451951,0.08447357663388519,0.9453576590464746,24.6647989402765,14,-3.846892298048628,51.3581533507953,-82.26181802048382,80.69242838015705,-230.81353788291767,15,2.712425308789918,42.272030194281086,-78.14404721016597,80.70576940018546,162.7455185273951,16,-9.478816169629548,53.13336653311028,-87.51747610594872,72.14058628550845,-568.7289701777729,13,0
21060,-0.004139402833333332,0.14289959514439948,-0.342357061,0.342753123,-0.24836416999999997,15,-0.010630766399999995,0.1719943921115833,-0.424393249,0.346657263,-0.6378459839999997,11,-0.00851097435,0.06138946589742884,-0.206347733,0.12706817,-0.510658461,20,-0.024341388849999996,0.18847769136861509,-0.475613134,0.359134475,-1.4604833309999998,13,0.007924193199999994,0.3069118414001493,-0.688429332,0.613818098,0.47545159199999965,11,-0.003979875666666667,0.07885138356430157,-0.234915008,0.187804625,-0.23879254000000003,20,0.0,0.0,0,0,0,0,0.19956033856742741,0.09816008152209332,0.025247837003707866,0.5455174911247385,11.973620314045645,16,0.1524457268293398,0.09952757253824623,0.021554358797579228,0.45151865284505543,9.146743609760387,16,0.1339541807940249,0.07766721876829898,0.022030777113825763,0.35096912563137334,8.037250847641495,20,0.20841445787367266,0.09901641443219514,0.028172671126285225,0.5507167665354186,12.50486747242036,16,0.31487365025874975,0.17192810967486782,0.02698042049270163,0.7747615117069628,18.892419015524986,13,0.2631096255095629,0.17347154109199664,0.04244459651095702,0.6931045123970375,15.786577530573775,15,0.18205021983860037,0.09303772461369968,0.05122654250128565,0.4793867978380319,10.923013190316022,16,0.3261734621145065,0.16860141436294762,0.08583201998319245,0.778918686365674,19.57040772687039,14,-2.204250933856034,48.47111365616361,-82.02141833942837,83.82569540843191,-132.25505603136205,15,-2.186004642965585,45.4262318043674,-77.03638716802499,72.95583107237934,-131.1602785779351,14,5.044526216006721,53.114827122442556,-73.59666594366813,79.43557989918921,302.6715729604033,13,0
21120,-0.0011910545499999976,0.12132267313063384,-0.327606614,0.331957047,-0.07146327299999986,14,0.00044887076666667093,0.19781394497281732,-0.368229217,0.451974863,0.026932246000000257,12,0.0017225467000000013,0.0722746854275893,-0.183119071,0.184423145,0.10335280200000008,20,0.014254235833333328,0.17452220460798715,-0.396377659,0.354910218,0.8552541499999997,11,-0.017786474150000006,0.3006275217326948,-0.629175707,0.878708179,-1.0671884490000003,10,0.008808359366666666,0.08921607647178748,-0.201987471,0.228035663,0.528501562,15,0.0,0.0,0,0,0,0,0.20863508776926826,0.09790210758278953,0.012361835405791489,0.45311272682410475,12.518105266156095,16,0.1806600495561564,0.10566914632117755,0.007995995363415177,0.46358731053956515,10.839602973369383,18,0.11985923170652549,0.07305854051070772,0.008477796056638601,0.35851600476890966,7.191553902391529,20,0.21919630907407014,0.10107652938692549,0.02484879941161633,0.46469674080997625,13.151778544444209,17,0.2948760218291587,0.18148726041406216,0.017471429386114606,0.8792365302922592,17.69256130974952,16,0.2488379603214199,0.18912221023989353,0.009092628146444183,0.9078151394647181,14.930277619285194,16,0.17054076904154936,0.09552974296364983,0.013478959415700346,0.4077653966524802,10.232446142492961,18,0.3074601356294012,0.18239434518721215,0.019159406778830417,0.9083265601094248,18.447608137764075,15,-0.29832827583667015,56.37628105282859,-87.44199319612707,79.67117311497995,-17.899696550200208,16,3.8900097638166997,37.84630469914373,-66.3544091957633,80.80911851907128,233.40058582900198,16,-0.8321346040477383,52.74269192928881,-82.23336278923381,86.53212895119904,-49.9280762428643,14,0
21180,-0.039187441883333334,0.17421024781986205,-0.545244221,0.326996743,-2.351246513,14,0.020967869899999995,0.34736107240017217,-1.263956101,1.006513232,1.2580721939999997,10,-0.017796022566666667,0.08978343012073056,-0.247988269,0.214776672,-1.067761354,17,-0.0340913448,0.25412022338509166,-0.598958207,0.478334474,-2.045480688,14,0.04175711569999999,0.2373549689690068,-0.638398768,0.572584696,2.5054269419999997,12,-0.008084706833333332,0.09416665480884098,-0.224175341,0.191370648,-0.4850824099999999,15,0.0,0.0,0,0,0,0,0.3051594028240885,0.24148935271668143,0.04954656117249375,1.2639577593970603,18.30956416944531,16,0.2685053245909079,0.237008202563888,0.02020542355818462,1.272905815654818,16.110319475454475,16,0.1647465775379125,0.11266128657100867,0.012989465891110266,0.5511587569382196,9.88479465227475,18,0.3203056741131886,0.23888534293597963,0.06235754480932663,1.2729074623918162,19.218340446791316,16,0.3022163554388684,0.17603075351751257,0.039493985070157264,0.7166910387183378,18.132981326332104,19,0.2100719075878601,0.14888332597626158,0.02367902786269489,0.6645263380542528,12.604314455271606,15,0.23028282547601336,0.14409663164282357,0.02944363341518397,0.5993791723528259,13.816969528560803,18,0.3171354751031955,0.17471078393036704,0.042477292751258396,0.7418010312038599,19.02812850619173,21,6.261534536182077,55.856043213349274,-83.20110095133968,85.37469023127386,375.6920721709246,11,-5.147945041354553,36.55829845456074,-78.89201424745121,78.03143998681846,-308.8767024812732,14,9.349658103573626,43.30369691005616,-84.4592650963785,81.34875282014644,560.9794862144175,16,0
21240,0.053067291649999994,0.2933383129223108,-0.448111566,0.971677857,3.1840374989999995,13,-0.032835450633333346,0.4915720957619029,-1.19295279,1.214173575,-1.9701270380000007,13,0.007945441166666662,0.14534122788840118,-0.376313162,0.291939591,0.4767264699999998,20,0.05136678315000001,0.6641854229397509,-1.471945985,1.590851009,3.082006989000001,14,0.031349963716666665,0.6737043183830633,-1.527634009,1.490688297,1.880997823,10,0.019318040683333332,0.15513449646575056,-0.341403665,0.353149581,1.159082441,17,0.0,0.0,0,0,0,0,0.4655826709368586,0.33348096851934,0.05686793512653629,1.5386013833845649,27.934960256211518,17,0.40843400031582644,0.3070538661922784,0.05472302237098066,1.215370336434475,24.506040018949587,17,0.2883349969634131,0.1598541010141343,0.03164211264422836,0.9815637447653301,17.300099817804785,17,0.4967253063507144,0.31925080510371573,0.10068543463510712,1.544863665248983,29.803518381042863,17,0.8119556795838236,0.4777618681393514,0.076039149704799,1.7366909827299843,48.71734077502942,10,0.5678321689674817,0.3891334811702377,0.06738911573933183,1.5276353595059224,34.0699301380489,13,0.5607588777647374,0.3853460505374573,0.03531208959785864,1.5965043610287482,33.64553266588425,17,0.8293900897204959,0.4728654312198506,0.07627177719478516,1.7366921706667005,49.76340538322975,11,-0.7385213453778368,50.30531943627058,-86.02281592973961,81.5619763918548,-44.311280722670205,15,3.859393856061222,37.52599591895095,-76.52124421988775,74.95898430270567,231.56363136367332,16,6.828425964633275,49.13493984002336,-83.4441968726104,81.21927362252084,409.7055578779965,15,0
21300,0.04974409495,0.8021169358357607,-4.106042966,2.303723474,2.984645697,14,0.08071267665,0.5047631715234483,-1.321113136,2.056934578,4.842760599,9,0.0034731312500000046,0.47606706387447767,-2.175167569,2.031366837,0.20838787500000028,17,-0.3841487895833333,1.3365347629109265,-4.710465928,4.894673364,-23.048927374999998,14,-0.1284401207,0.6776671357084271,-1.826902925,2.196560637,-7.706407241999999,17,0.08245038246666665,0.457854831383656,-2.388746144,1.676541178,4.947022947999999,17,0.0,0.0,0,0,0,0,0.6165837523414975,0.7215951972968333,0.009257577488678396,4.592446918235432,36.99502514048985,15,0.4707964782089954,0.5125005713835216,0.012684379091014154,2.4231779019657513,28.247788692539725,15,0.5278072558245478,0.7676313618594165,0.013214254290424792,4.113915783669311,31.668435349472865,18,0.6825932415677038,0.8124901290404837,0.01451228325136076,4.599487246780398,40.95559449406223,15,0.9693645827640293,1.2069845112090793,0.027048140603075345,5.197438589427175,58.161874965841754,12,0.5733623292812258,0.5985292423810504,0.05546637654799796,2.615166057923984,34.401739756873546,16,0.8762144754254596,1.1713993514645331,0.07239001653107319,5.4464608215543,52.572868525527575,16,1.0290308613447097,1.2458323168139256,0.08601652194899422,5.549497351181343,61.74185168068258,13,11.144433842579948,44.71881679766498,-85.1747634291092,73.95797926535042,668.6660305547969,13,7.207363698474982,41.90202523877874,-83.1911076567504,85.12413489061395,432.4418219084989,15,1.6588636041609852,39.39523442974263,-72.0895594630418,79.3664640704337,99.53181624965912,18,0
21360,0.02137220218333332,0.9136712710916455,-2.243658911,2.269293864,1.2823321309999993,12,-0.010842243983333355,1.3425675521347713,-3.228124255,2.628296969,-0.6505346390000013,11,0.039054934666666666,0.2758028746945682,-0.599816387,0.831417496,2.34329608,12,0.6295924853,1.6297185845296438,-3.265927147,3.886841116,37.775549118,9,0.06287792724999999,1.6361297169479647,-2.760130107,6.275145829,3.7726756349999993,11,-0.06804980203333333,0.5770703181529863,-1.615071585,2.338321033,-4.082988122,11,0.0,0.0,0,0,0,0,1.3145974143751014,0.9383014260370138,0.033723916513698424,3.455712700176954,78.87584486250609,12,1.1055400699859124,0.7983051576199993,0.05045089011909401,3.2354822285584937,66.33240419915474,15,0.7161910234291315,0.6255036104655871,0.03399607087975903,2.347226946697269,42.971461405747895,15,1.350705883602609,0.9274463451433796,0.06960194974548714,3.482241012761298,81.04235301615654,12,1.960332700326765,1.3535104761242907,0.35352474835057535,7.07415968894735,117.6199620196059,12,1.2169868098341048,1.2298377762840458,0.14675949368622518,6.69665591385628,73.01920859004629,15,1.4632920713082136,1.1042153700466366,0.074951022551982,4.016718235435708,87.79752427849282,13,2.01534229538052,1.3954579780510121,0.4102731195073794,7.450602697641168,120.9205377228312,12,2.9773036712974497,56.9343538904743,-82.56676436270195,85.5187530292041,178.63822027784698,13,2.3128295090512467,35.642896722241915,-67.07346451619605,64.57500700584433,138.7697705430748,14,-1.192100486789786,44.40484154403948,-85.74595722694019,84.00083286578386,-71.52602920738715,13,0
21420,0.026074905033333325,2.266280877002307,-6.555541585,3.544837838,1.5644943019999995,10,-0.31185281431666667,1.3594400806407916,-3.507088837,3.314108784,-18.711168859,10,-0.15912085201666665,0.6882867127045433,-1.845607614,1.045978099,-9.547251120999999,12,-0.16770368533333338,0.48335717120840793,-1.473924886,1.124279767,-10.062221120000002,16,-0.013723075383333332,0.44170772586377544,-0.918933652,1.229473015,-0.8233845229999999,15,0.029931556966666672,0.23315285838718733,-0.409010075,0.540078576,1.7958934180000004,15,0.0,0.0,0,0,0,0,2.221207974146096,1.4374666232021505,0.12846883144136734,6.656957659026276,133.27247844876575,12,1.3307207692089063,0.8035131698892776,0.18456017639532898,3.6036486222070407,79.84324615253438,11,1.8991382196936504,1.4029792226486013,0.17767522060819044,6.563848387668532,113.94829318161902,13,2.335263373911269,1.427339837410956,0.2439200577934663,6.665138067414888,140.11580243467614,11,0.5608077624733466,0.371074995345155,0.049760008929078184,1.7271566887062693,33.648465748400795,15,0.41820995296666946,0.26963791243928986,0.014351457489341213,1.2467038545894447,25.09259717800017,15,0.48218881536594477,0.2847101541413095,0.05224029816068765,1.477064487706268,28.931328921956688,17,0.6141234729509957,0.35953297900480047,0.15373503901691743,1.739464525012739,36.84740837705974,14,-10.170501442358367,36.31528943121388,-76.41603529667708,56.00812054284653,-610.230086541502,12,7.976544427480936,51.28060608881954,-84.42723981528658,80.90604154137655,478.59266564885615,11,1.638425421544547,37.07411093482487,-64.54275357728396,78.18174177036087,98.30552529267283,17,0
21480,-0.017820512966666608,1.8569595726592119,-8.379195631,4.619323554,-1.0692307779999966,16,0.21778823308333337,1.9546410753811867,-4.447482326,6.032935689,13.067293985000003,10,-0.1955726972833334,1.812074191694417,-9.395232186,2.474068509,-11.734361837000003,16,-0.06576779284999999,3.6176358712568466,-8.169232094,7.389505837,-3.946067571,12,-0.08703089396666665,1.5881845169072573,-5.444232526,3.604894512,-5.221853637999999,15,0.0890137176,0.9907741566021535,-1.63274009,3.411447548,5.340823056,15,0.0,0.0,0,0,0,0,1.9442271501976855,1.8637037987116,0.14182855108570516,9.98530721777765,116.65362901186113,15,1.7845383883182138,1.9881685213043148,0.07793865977041231,9.40027434994486,107.07230329909282,14,1.5912126813872973,2.0484773150363065,0.10904700279405688,9.57938275605522,95.47276088323784,15,2.3101167136217904,2.283177233380924,0.16417289462899787,10.181602819165864,138.60700281730743,13,2.985959634952787,2.5602046803072516,0.2347014797269664,8.358083741890743,179.15757809716723,15,1.483003128805596,1.1327618727547903,0.13869928474280196,5.458114647025315,88.98018772833576,14,2.7039883671977156,2.577964596312865,0.13958108052582258,8.284253890650865,162.23930203186293,15,3.1153654084139077,2.5964226039694234,0.3073324481975226,8.470541503090738,186.92192450483446,15,4.38089996892534,47.948573592532654,-86.19149390889154,80.97666636130238,262.85399813552044,10,-9.83532238913589,42.70224917727107,-81.19639655099776,74.03349707014551,-590.1193433481534,16,-4.065563245839472,38.77628458847579,-81.35118569377812,72.76963144516371,-243.93379475036835,16,0
